artifact_id,summary,open_date,status_name,priority,assigned_to_name,submitter_name,last_modified_date,"Server_found_on","Testing_State","Found_in_Version","Assigned_Release","Disposition","Reproduced","Resolution","Hardware","Product","Component","Severity","Application_Part","Detail_Page","Type_of_Error","Other_Hardware_Software","Date","Time","Tag_fixed_on","Tag_found_on","URL","Steps_to_Reproduce"
4875,"leading zeros in dose column of in-vivo drug screening detail page","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Search","Search - Drug Screen","Incorrect Functionality","","None","None","None","None","","go to drug screening
enter NSC 24820 and check in-vivo data
perform search
open search detail page by clicking on the hyperlinked number of records
review dose column"
4876,"Submitter name and PI name not hyperlinked to email","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Database reload","","caMOD","HTTP interface","No Workaround","Search","Model Characteristics","Incorrect Functionality","","None","None","None","None","","go to simple search
enter Balb in the model descriptor field
perform search
open BALB-p53neu model
mouse over name of submitter and name of PI"
4877,"Feature request - add link/anchor to jump back to top of page for very long pages","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Workaround","Search","Histopathology","Feature Request","","None","None","None","None","","go to simple search
enter c3 in the model descriptor search field
perform search
go to the histopathology page"
4878,"links/anchors on histopathology search page do not work - IE specific bug, it works on Firefox","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","Always","Code Change","","caMOD","HTTP interface","Workaround","Search","Histopathology","Performance","PC, IE","None","None","None","None","","go to simple search
enter c3 in teh model descriptor field
perform search
go to the histopathology page
use links on the top of the page"
4879,"Thumbnail of Construct Image not found","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Search - Drug Screen","Incorrect Functionality","","None","None","None","None","","N/A"
4880,"Unable to find areas to be tested under search results","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Workaround","Search","Search - Simple","Incorrect Functionality","","None","None","None","None","","search on BALB/c-Trp53 -/- and review the left side navigation bar"
4881,"Species of origin of regulatory element not shown","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Search","Gen Des - Eng Transgene","Incorrect Functionality","","None","None","None","None","","go to simple search
enter c3 in the model descriptor page
open genetic_description search detail page
compare with results of 2-tier app http://cancermodels.nci.nih.gov"
4882,"in-vivo search page -- formatting issue","2005-11-15 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Search","Search - Drug Screen","Cosmetic","","None","None","None","None","","Review the"
4883,"Yeast drug screening page -- formatting issue","2005-11-15 23:00","Closed",2,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Search","Search - Drug Screen","Cosmetic","","None","None","None","None","","Search on 632 and yeast."
4884,"Submitting a registration request","2005-11-15 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","No Workaround","Registration","Other","Incorrect Functionality","","None","None","None","None","","Go to registation, fill in the data and press submit."
4885,"duplicated field on the therapy search detail page","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Therapy","Incorrect Functionality","","None","None","None","None","","go to simple search
enter c3 in the model descriptor field
perform search
view therapy search detail page"
4886,"Date Formating issue - Add new models different than and entered model date","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","2.1","","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Other","Cosmetic","","None","None","None","None","","go to the main login screen and enter a new model."
4887,"missing modified date","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Submission","Other","Cosmetic","","None","None","None","None","","Selection "duplicate" from a model previously created."
4888,"updating item skips number when saving","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Eng Transgene","Cosmetic","","None","None","None","None","","Select the Transgene area"
4889,"Jumping of numbers when adding a new item","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Eng Transgene","Cosmetic","","None","None","None","None","","Add a second Item with an image."
4890,"Error message when selecting "cardiovascular System MMHCC"","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Eng Transgene","Cosmetic","","None","None","None","None","","try to submit using "Cardiovascular System MMHCC" and check Expressed."
4891,"Typo on Submission page","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Gen Des - Gen Segment","Cosmetic","","None","None","None","None","","submit data for the Gen Segment."
4892,"Do not have to enter a number for age","2005-11-15 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","No Workaround","Submission","Other","Incorrect Functionality","","None","None","None","None","","Try to submit from any of those areas with letters in the age field."
4893,"Terminology used for wrong entry","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Histopathology","Incorrect Functionality","","None","None","None","None","","Submit data from the Histo area with letters into a numbers only area."
4894,"Update of text.","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Submission","Microarray","Incorrect Functionality","","None","None","None","None","","Navigate to the Microarray selection on the left hand navigation bar."
4895,"Remove Registration button after user has already logged on","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Not a Bug","","caMOD","HTTP interface","Cosmetic","Registration","Other","Cosmetic","","None","None","None","None","","The registration button is one of the tabs at the top and stays there even after a user has logged on"
4896,""Needs more Info" e-mails should be sent to coordinator; not PI","2005-11-15 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","2.0","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Admin","Other","Incorrect Functionality","","None","None","None","None","","Move a model into the editor assigned state, and then change state to "need more info".  E-mail will be sent to PI.


After fix the e-mail should be sent to the user defined in camod.properties under coordinator.username"
4897,"No e-mail being generated upon state changes","2005-11-15 23:00","Closed",4,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","2.0","Open - Not Reviewed","","Not a Bug","","caMOD","Java API","No Workaround","Admin","Other","Incorrect Functionality","","None","None","None","None","","Assign a model for screening or editring to yourself.  An e-mail should be generated."
4898,"show where information for one compound ends and where another one starts","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Therapy","Cosmetic","","None","None","None","None","","simple search
search for c3 in model descriptor field
go to therapeutic approaches page"
4899,"links/anchors on therapy search detail page do not work in IE","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","Always","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Therapy","Cosmetic","","None","None","None","None","","simple search
search for c3 in model descriptor
look at therapy search page"
4900,"capitalize T in the word treatment in "Age at Treatment" field","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Therapy","Cosmetic","","None","None","None","None","","go to any therapy search page"
4901,"move the   to the end of the text","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","Cosmetic","Search","Cell Lines","Cosmetic","","None","None","None","None","","go to any cell line search result page
the c3 model has cell lines"
4902,"Using the browser's back button results in "Warning: Page has Expired " - tested in IE","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Submission","Other","Incorrect Functionality","PC. IE","None","None","None","None","","n/a"
4903,"Search Results pages that contain the MGI number - we need insert a hyperlink and make sure that we add "MGI:" to the link","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","","","Open - Not Reviewed","","Code Change","","caMOD","HTTP interface","No Workaround","Search","Other","Incorrect Functionality","http://www.informatics.jax.org/javawi2/servlet/WIFetch&#063;page=searchTool&query=MGI%3A3584430&selectedQuery=Genes+and+Markers","None","None","None","None","","n/a"
4904,"wrong information returned on the eng transgene & genomic segment search page and possibly duplication of fields","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Java API","No Workaround","Search","Gen Des - Eng Transgene","Incorrect Functionality","PC, IE","None","None","None","None","","submit an engineered transgene to the n-tier app
look at the result on the search page"
4905,"anatomy tree allows users to select the first (Murine tissue type) and the second level (organ systems)","2005-11-15 23:00","Closed",1,"Nobody","Ulli Wagner","2007-03-27 16:48","None","None","2.0","","Open - Not Reviewed","","Code Change","","caMOD","Supporting software","No Workaround","Submission","Gen Des - Ass Express","Incorrect Functionality","PC, IE, staging servdr","None","None","None","None","","enter transgene
enter associted expression"
